CreatedOn	po_number	Status	SourcePrimaryKey	Created	CreatedBy	Source
2024-02-27 23:22:40	ZE305074	processed	N2000899223	Automatic		Dentira
2024-02-27 23:18:31	ZE305069	processed	N2000899211	Automatic		Dentira
2024-02-27 22:51:30	ZE305057	processed	N2000899172	Automatic		Dentira
2024-02-27 22:43:31	ZE305032	processed	N2000899154	Manual	NULL	Dentira
2024-02-27 22:39:45	ZE118843	processed	N2000899142	Manual	NULL	Dentira
2024-02-27 22:30:01	ZE305045	processed	N2000899124	Automatic		Dentira
2024-02-27 21:56:33	ZE305021	processed	N2000899064	Automatic		Dentira
2024-02-27 21:48:39	ZE305015	processed	N2000899043	Automatic		Dentira
2024-02-27 21:44:41	ZE101003	processed	N2000899034	Manual	NULL	Dentira
2024-02-27 21:31:34	ZE305002	processed	N2000898998	Automatic		Dentira
2024-02-27 21:23:36	ZE304992	processed	N2000898974	Automatic		Dentira
2024-02-27 21:21:43	ZE128413	processed	N2000898965	Manual	NULL	Dentira
2024-02-27 21:03:00	ZE304974	processed	N2000898908	Automatic		Dentira
2024-02-27 21:02:09	ZE304320	processed	N2000898905	Automatic		Dentira
2024-02-27 21:02:02	ZE304297	processed	N2000898899	Automatic		Dentira
2024-02-27 21:00:05	ZE304966	processed	N2000898890	Automatic		Dentira
2024-02-27 20:59:42	ZE304965	processed	N2000898887	Automatic		Dentira
2024-02-27 20:59:39	ZE108142	processed	N2000898881	Manual	NULL	Dentira
2024-02-27 20:36:39	ZE304939	processed	N2000898815	Automatic		Dentira
2024-02-27 20:28:51	ZE304936	processed	N2000898797	Automatic		Dentira
2024-02-27 20:23:33	ZE304930	processed	N2000898779	Automatic		Dentira
2024-02-27 19:57:05	ZE304917	processed	N2000898725	Automatic		Dentira
2024-02-27 19:44:14	ZE304905	processed	N2000898713	Automatic		Dentira
2024-02-27 19:39:16	ZE100780	processed	N2000898701	Manual	Cassandra Kahakui	Dentira
2024-02-27 19:39:09	ZE304634	processed	N2000898707	Automatic		Dentira
2024-02-27 19:39:05	ZE304641	processed	N2000898704	Automatic		Dentira
2024-02-27 19:15:31	ZE304886	processed	N2000898635	Automatic		Dentira
2024-02-27 19:15:06	ZE107896	processed	N2000898629	Manual	NULL	Dentira
2024-02-27 19:13:22	ZE304881	processed	N2000898620	Automatic		Dentira
2024-02-27 18:35:37	ZE304859	processed	N2000898542	Automatic		Dentira
2024-02-27 18:26:48	ZE304856	processed	N2000898527	Automatic		Dentira
2024-02-27 18:25:46	ZE304851	processed	N2000898518	Automatic		Dentira
2024-02-27 18:03:21	ZE107890	processed	N2000898476	Manual	NULL	Dentira
2024-02-27 18:00:23	ZE304839	processed	N2000898467	Automatic		Dentira
2024-02-27 17:57:30	ZE196000	processed	N2000898455	Manual	NULL	Dentira
2024-02-27 17:50:45	ZE128374	processed	N2000898434	Manual	NULL	Dentira
2024-02-27 16:55:49	ZE304790	processed	N2000898308	Automatic		Dentira
2024-02-27 16:41:47	ZE304786	processed	N2000898272	Automatic		Dentira
2024-02-27 16:31:40	ZE304770	processed	N2000898245	Automatic		Dentira
2024-02-27 16:17:19	ZE128048	processed	N2000898209	Manual	NULL	Dentira
2024-02-27 15:57:57	ZE195764	processed	N2000898179	Manual	NULL	Dentira
2024-02-27 15:43:54	ZE195886	processed	N2000898161	Manual	NULL	Dentira
2024-02-27 15:41:27	ZE304743	processed	N2000898152	Automatic		Dentira
2024-02-27 15:33:14	ZE304721	processed	N2000898134	Automatic		Dentira
2024-02-27 15:32:18	ZE304597	processed	N2000898128	Manual	NULL	Dentira
2024-02-27 15:24:41	ZE304733	processed	N2000898116	Automatic		Dentira
2024-02-27 15:20:33	ZE304731	processed	N2000898104	Automatic		Dentira
2024-02-27 15:11:14	ZE304662	processed	N2000898083	Automatic		Dentira
2024-02-27 15:01:25	ZE304720	processed	N2000898062	Automatic		Dentira
2024-02-27 14:53:46	ZE304710	processed	N2000898050	Automatic		Dentira
2024-02-27 14:48:55	ZE304707	processed	N2000898047	Automatic		Dentira
2024-02-27 14:48:22	ZE304703	processed	N2000898044	Automatic		Dentira
2024-02-27 14:18:02	ZE304674	processed	N2000897996	Automatic		Dentira
2024-02-27 12:10:17	ZE304411	processed	N2000897909	Automatic		Dentira
2024-02-26 23:34:36	ZE304583	processed	N2000897828	Automatic		Dentira
2024-02-26 23:07:16	ZE304571	processed	N2000897798	Automatic		Dentira
2024-02-26 22:54:10	ZE304558	processed	N2000897774	Automatic		Dentira
2024-02-26 21:37:19	ZE304502	processed	N2000897561	Automatic		Dentira
2024-02-26 21:27:46	ZE304491	processed	N2000897522	Automatic		Dentira
2024-02-26 21:22:44	ZE118856	processed	N2000897507	Manual	NULL	Dentira
2024-02-26 21:19:41	ZE304480	processed	N2000897498	Automatic		Dentira
2024-02-26 21:18:17	ZE304476	processed	N2000897492	Automatic		Dentira
2024-02-26 21:12:18	ZE304473	processed	N2000897477	Automatic		Dentira
2024-02-26 21:10:04	ZE304471	processed	N2000897465	Automatic		Dentira
2024-02-26 21:03:25	ZE304391	processed	N2000897450	Automatic		Dentira
2024-02-26 20:21:00	ZE304434	processed	N2000897357	Automatic		Dentira
2024-02-26 20:01:31	ZE304429	processed	N2000897324	Automatic		Dentira
2024-02-26 19:29:45	ZE304399	processed	N2000897270	Automatic		Dentira
2024-02-26 19:01:59	ZE155735	processed	N2000897201	Manual	NULL	Dentira
2024-02-26 19:00:46	ZE304388	processed	N2000897195	Automatic		Dentira
2024-02-26 18:49:37	ZE195739	processed	N2000897168	Manual	NULL	Dentira
2024-02-26 18:19:34	ZE304366	processed	N2000897090	Automatic		Dentira
2024-02-26 17:29:47	ZE304307	processed	N2000896991	Automatic		Dentira
2024-02-26 17:12:21	ZE304336	processed	N2000896970	Automatic		Dentira
2024-02-26 16:47:39	ZE304313	processed	N2000896940	Automatic		Dentira
2024-02-26 16:24:05	ZE154461	processed	N2000896895	Manual	NULL	Dentira
2024-02-26 16:15:10	ZE154479	processed	N2000896883	Manual	NULL	Dentira
2024-02-26 15:52:53	ZE155739	processed	N2000896850	Manual	NULL	Dentira
2024-02-26 15:37:07	ZE155749	processed	N2000896832	Manual	NULL	Dentira
2024-02-26 15:31:02	ZE155673	processed	N2000896826	Manual	NULL	Dentira
2024-02-26 15:20:47	ZE304263	processed	N2000896802	Automatic		Dentira
2024-02-26 15:14:41	ZE304257	processed	N2000896772	Automatic		Dentira
2024-02-26 15:06:50	ZE304249	processed	N2000896763	Automatic		Dentira
2024-02-26 15:04:24	ZE304195	processed	N2000896757	Automatic		Dentira
2024-02-26 14:53:05	ZE304239	processed	N2000896736	Automatic		Dentira
2024-02-26 14:09:16	ZE304213	processed	N2000896685	Automatic		Dentira
2024-02-26 14:06:58	ZE304068	processed	N2000896682	Automatic		Dentira
2024-02-26 12:53:55	ZE303926	processed	N2000896649	Automatic		Dentira
2024-02-26 12:53:35	ZE304028	processed	N2000896646	Automatic		Dentira
2024-02-26 12:53:28	ZE304123	processed	N2000896643	Automatic		Dentira
2024-02-24 17:20:31	ZE304114	processed	N2000896589	Automatic		Dentira
2024-02-23 23:36:37	ZE304089	processed	N2000896574	Automatic		Dentira
2024-02-23 23:35:36	ZE304086	processed	N2000896571	Automatic		Dentira
2024-02-23 23:23:51	ZE304084	processed	N2000896565	Automatic		Dentira
2024-02-23 23:10:35	ZE304079	processed	N2000896562	Automatic		Dentira
2024-02-23 22:31:54	ZE304058	processed	N2000896526	Automatic		Dentira
2024-02-23 22:29:46	ZE304057	processed	N2000896523	Automatic		Dentira
2024-02-23 21:41:49	ZE304004	processed	N2000896478	Automatic		Dentira
2024-02-23 21:34:44	ZE128027	processed	N2000896463	Manual	NULL	Dentira
2024-02-23 21:23:40	ZE154659	processed	N2000896454	Manual	NULL	Dentira
2024-02-23 21:23:11	ZE303882	processed	N2000896451	Automatic		Dentira
2024-02-23 21:22:11	ZE303823	processed	N2000896445	Automatic		Dentira
2024-02-23 21:14:45	ZE195509	processed	N2000896436	Manual	NULL	Dentira
2024-02-23 21:04:50	ZE114435	processed	N2000896415	Manual	NULL	Dentira
2024-02-23 21:03:35	ZE303987	processed	N2000896409	Automatic		Dentira
2024-02-23 20:58:49	ZE155327	processed	N2000896394	Manual	NULL	Dentira
2024-02-23 20:00:38	ZE130815	processed	N2000896316	Manual	NULL	Dentira
2024-02-23 19:46:36	ZE303947	processed	N2000896295	Automatic		Dentira
2024-02-23 19:34:48	ZE303938	processed	N2000896280	Automatic		Dentira
2024-02-23 19:23:47	ZE303876	processed	N2000896262	Automatic		Dentira
2024-02-23 18:32:46	ZE155382	processed	N2000896181	Manual	NULL	Dentira
2024-02-23 17:18:35	ZE155243	processed	N2000896112	Manual	NULL	Dentira
2024-02-23 16:34:23	ZE195210	processed	N2000896067	Manual	NULL	Dentira
2024-02-23 16:31:41	ZE105998	processed	N2000896055	Manual	NULL	Dentira
2024-02-23 16:14:30	ZE303670	processed	N2000896037	Manual	NULL	Dentira
2024-02-23 16:05:06	ZE303795	processed	N2000896022	Automatic		Dentira
2024-02-23 15:40:29	ZE303646	processed	N2000895971	Automatic		Dentira
2024-02-23 15:35:10	ZE303778	processed	N2000895959	Automatic		Dentira
2024-02-23 15:28:11	ZE303767	processed	N2000895944	Automatic		Dentira
2024-02-23 15:22:32	ZE303765	processed	N2000895938	Automatic		Dentira
2024-02-23 15:04:47	ZE303660	processed	N2000895914	Automatic		Dentira
2024-02-23 14:50:26	ZE303599	processed	N2000895899	Manual	NULL	Dentira
2024-02-23 13:25:10	ZE303703	processed	N2000895854	Automatic		Dentira
2024-02-22 23:45:25	ZE303665	processed	N2000895803	Automatic		Dentira
2024-02-22 23:03:20	ZE130786	processed	N2000895767	Manual	NULL	Dentira
2024-02-22 23:02:56	ZE303640	processed	N2000895764	Automatic		Dentira
2024-02-22 22:42:14	ZE155120	processed	N2000895725	Manual	NULL	Dentira
2024-02-22 22:37:44	ZE154642	processed	N2000895719	Manual	NULL	Dentira
2024-02-22 22:36:56	ZE303629	processed	N2000895722	Automatic		Dentira
2024-02-22 22:28:25	ZE303617	processed	N2000895707	Automatic		Dentira
2024-02-22 21:40:26	ZE303574	processed	N2000895611	Automatic		Dentira
2024-02-22 21:20:23	ZE100806	processed	N2000895563	Manual	Ana Munguia	Dentira
2024-02-22 21:11:52	ZE100812	processed	N2000895524	Manual	Ana Munguia	Dentira
2024-02-22 21:06:16	ZE303452	processed	N2000895509	Manual	NULL	Dentira
2024-02-22 21:00:19	ZE105604	processed	N2000895485	Manual	NULL	Dentira
2024-02-22 20:39:35	ZE100771	processed	N2000895425	Manual	Sonja Knight	Dentira
2024-02-22 20:30:58	ZE154397	processed	N2000895404	Manual	NULL	Dentira
2024-02-22 20:25:47	ZE303396	processed	N2000895398	Automatic		Dentira
2024-02-22 20:21:36	ZE152242	processed	N2000895389	Manual	NULL	Dentira
2024-02-22 20:11:16	ZE118819	processed	N2000895365	Manual	NULL	Dentira
2024-02-22 20:04:53	ZE130665	processed	N2000895338	Manual	NULL	Dentira
2024-02-22 19:55:15	ZE303483	processed	N2000895335	Automatic		Dentira
2024-02-22 19:23:08	ZE303463	processed	N2000895260	Automatic		Dentira
2024-02-22 18:59:05	ZE303448	processed	N2000895191	Automatic		Dentira
2024-02-22 18:40:43	ZE303392	processed	N2000895146	Automatic		Dentira
2024-02-22 17:49:10	ZE303414	processed	N2000895029	Automatic		Dentira
2024-02-22 16:50:46	ZE303387	processed	N2000894909	Automatic		Dentira
2024-02-22 16:42:43	ZE303376	processed	N2000894888	Automatic		Dentira
2024-02-22 16:40:38	ZE303374	processed	N2000894879	Automatic		Dentira
2024-02-22 16:15:11	ZE303347	processed	N2000894837	Automatic		Dentira
2024-02-22 16:06:57	ZE303336	processed	N2000894816	Automatic		Dentira
2024-02-22 16:05:01	ZE150113	processed	N2000894810	Manual	NULL	Dentira
2024-02-22 16:03:46	ZE303333	processed	N2000894804	Automatic		Dentira
2024-02-22 15:37:16	ZE303181	processed	N2000894741	Automatic		Dentira
2024-02-22 14:54:44	ZE303281	processed	N2000894642	Automatic		Dentira
2024-02-22 14:47:42	ZE303277	processed	N2000894615	Automatic		Dentira
2024-02-22 14:37:37	ZE303269	processed	N2000894603	Automatic		Dentira
2024-02-22 14:28:59	ZE303148	processed	N2000894591	Automatic		Dentira
2024-02-22 14:22:10	ZE303252	processed	N2000894573	Automatic		Dentira
2024-02-22 14:17:37	ZE303247	processed	N2000894567	Automatic		Dentira
2024-02-22 13:37:15	ZE303197	processed	N2000894525	Automatic		Dentira
2024-02-22 12:36:52	ZE303162	processed	N2000894507	Automatic		Dentira
2024-02-22 01:25:27	ZE303158	processed	N2000894474	Automatic		Dentira
2024-02-21 23:35:19	ZE303139	processed	N2000894399	Automatic		Dentira
2024-02-21 23:26:19	ZE303133	processed	N2000894390	Automatic		Dentira
2024-02-21 22:59:47	ZE194687	processed	N2000894336	Manual	NULL	Dentira
2024-02-21 22:46:05	ZE303120	processed	N2000894315	Automatic		Dentira
2024-02-21 22:41:56	ZE303111	processed	N2000894312	Automatic		Dentira
2024-02-21 22:40:25	ZE303046	processed	N2000894306	Manual	NULL	Dentira
2024-02-21 22:11:32	ZE303076	processed	N2000894225	Automatic		Dentira
2024-02-21 22:03:05	ZE303063	processed	N2000894210	Automatic		Dentira
2024-02-21 21:57:58	ZE302937	processed	N2000894189	Automatic		Dentira
2024-02-21 21:49:20	ZE303043	processed	N2000894162	Automatic		Dentira
2024-02-21 21:36:08	ZE116256	processed	N2000894120	Manual	NULL	Dentira
2024-02-21 21:31:17	ZE152426	processed	N2000894099	Manual	NULL	Dentira
2024-02-21 21:29:06	ZE151826	processed	N2000894087	Manual	NULL	Dentira
2024-02-21 21:26:42	ZE151514	processed	N2000894075	Manual	NULL	Dentira
2024-02-21 21:24:48	ZE130448	processed	N2000894063	Manual	NULL	Dentira
2024-02-21 21:14:30	ZE152745	processed	N2000894033	Manual	NULL	Dentira
2024-02-21 21:10:48	ZE302995	processed	N2000894012	Manual	NULL	Dentira
2024-02-21 21:10:21	ZE303025	processed	N2000894015	Automatic		Dentira
2024-02-21 21:06:55	ZE154553	processed	N2000893994	Manual	NULL	Dentira
2024-02-21 21:02:59	ZE154457	processed	N2000893988	Manual	NULL	Dentira
2024-02-21 19:54:59	ZE302970	processed	N2000893826	Automatic		Dentira
2024-02-21 19:04:48	ZE302876	processed	N2000893721	Automatic		Dentira
2024-02-21 19:04:37	ZE302929	processed	N2000893718	Automatic		Dentira
2024-02-21 17:59:48	ZE302886	processed	N2000893607	Automatic		Dentira
2024-02-21 17:27:47	ZE194764	processed	N2000893541	Manual	NULL	Dentira
2024-02-21 17:19:36	ZE302854	processed	N2000893526	Automatic		Dentira
2024-02-21 15:49:45	ZE107767	processed	N2000893352	Manual	NULL	Dentira
2024-02-21 15:43:38	ZE302794	processed	N2000893340	Automatic		Dentira
2024-02-21 15:23:43	ZE302776	processed	N2000893307	Automatic		Dentira
2024-02-21 15:20:22	ZE302774	processed	N2000893301	Automatic		Dentira
2024-02-21 15:11:08	ZE302760	processed	N2000893298	Automatic		Dentira
2024-02-21 14:04:04	ZE302724	processed	N2000893241	Automatic		Dentira
2024-02-21 13:23:05	ZE302629	processed	N2000893196	Automatic		Dentira
2024-02-21 13:21:34	ZE302617	processed	N2000893190	Automatic		Dentira
2024-02-21 13:10:27	ZE302532	processed	N2000893181	Automatic		Dentira
2024-02-21 12:50:40	ZE302672	processed	N2000893175	Automatic		Dentira
2024-02-20 23:19:48	ZE302646	processed	N2000893040	Automatic		Dentira
2024-02-20 23:08:28	ZE154201	processed	N2000893016	Manual	NULL	Dentira
2024-02-20 22:50:44	ZE302623	processed	N2000892998	Automatic		Dentira
2024-02-20 22:38:46	ZE302613	processed	N2000892980	Automatic		Dentira
2024-02-20 22:34:07	ZE302559	processed	N2000892968	Automatic		Dentira
2024-02-20 22:33:34	ZE302608	processed	N2000892962	Automatic		Dentira
2024-02-20 22:31:35	ZE302606	processed	N2000892959	Automatic		Dentira
2024-02-20 22:25:50	ZE302600	processed	N2000892950	Automatic		Dentira
2024-02-20 21:24:37	ZE302478	processed	N2000892812	Manual	NULL	Dentira
2024-02-20 21:22:17	ZE302469	processed	N2000892806	Manual	NULL	Dentira
2024-02-20 21:16:52	ZE154079	processed	N2000892794	Manual	NULL	Dentira
2024-02-20 21:14:11	ZE154081	processed	N2000892782	Manual	NULL	Dentira
2024-02-20 21:12:17	ZE154123	processed	N2000892776	Manual	NULL	Dentira
2024-02-20 21:11:34	ZE302441	processed	N2000892767	Manual	NULL	Dentira
2024-02-20 21:09:56	ZE154051	processed	N2000892758	Manual	NULL	Dentira
2024-02-20 21:05:25	ZE114330	processed	N2000892749	Manual	NULL	Dentira
2024-02-20 21:05:11	ZE302510	processed	N2000892752	Automatic		Dentira
2024-02-20 21:04:08	ZE302332	processed	N2000892746	Automatic		Dentira
2024-02-20 20:57:33	ZE104884	processed	N2000892737	Manual	NULL	Dentira
2024-02-20 20:45:08	ZE302481	processed	N2000892698	Automatic		Dentira
2024-02-20 20:38:04	ZE302476	processed	N2000892659	Automatic		Dentira
2024-02-20 20:29:21	ZE302471	processed	N2000892641	Automatic		Dentira
2024-02-20 20:07:16	ZE302435	processed	N2000892581	Automatic		Dentira
2024-02-20 19:36:57	ZE302419	processed	N2000892533	Automatic		Dentira
2024-02-20 19:33:24	ZE302412	processed	N2000892518	Automatic		Dentira
2024-02-20 19:17:28	ZE154045	processed	N2000892476	Manual	NULL	Dentira
2024-02-20 18:52:19	ZE302285	processed	N2000892389	Automatic		Dentira
2024-02-20 18:28:19	ZE114307	processed	N2000892335	Manual	NULL	Dentira
2024-02-20 18:25:58	ZE151445	processed	N2000892329	Manual	NULL	Dentira
2024-02-20 18:23:09	ZE302349	processed	N2000892323	Manual	NULL	Dentira
2024-02-20 18:20:01	ZE152015	processed	N2000892317	Manual	NULL	Dentira
2024-02-20 18:16:51	ZE302304	processed	N2000892311	Automatic		Dentira
2024-02-20 17:57:01	ZE302361	processed	N2000892248	Automatic		Dentira
2024-02-20 17:37:49	ZE302338	processed	N2000892209	Automatic		Dentira
2024-02-20 17:36:18	ZE302337	processed	N2000892191	Automatic		Dentira
2024-02-20 17:32:46	ZE153555	processed	N2000892176	Manual	NULL	Dentira
2024-02-20 17:32:22	ZE302333	processed	N2000892173	Automatic		Dentira
2024-02-20 17:19:12	ZE118692	processed	N2000892140	Manual	NULL	Dentira
2024-02-20 17:15:51	ZE153672	processed	N2000892122	Manual	NULL	Dentira
2024-02-20 17:13:59	ZE302186	processed	N2000892119	Automatic		Dentira
2024-02-20 17:13:55	ZE302221	processed	N2000892116	Automatic		Dentira
2024-02-20 17:06:27	ZE104875	processed	N2000892098	Manual	NULL	Dentira
2024-02-20 16:01:45	ZE302254	processed	N2000891960	Automatic		Dentira
2024-02-20 15:57:33	ZE302251	processed	N2000891948	Automatic		Dentira
2024-02-20 15:56:16	ZE302245	processed	N2000891942	Automatic		Dentira
2024-02-20 15:40:49	ZE302231	processed	N2000891915	Automatic		Dentira
2024-02-20 15:32:18	ZE302230	processed	N2000891906	Automatic		Dentira
2024-02-20 15:17:52	ZE301931	processed	N2000891882	Automatic		Dentira
2024-02-20 15:17:28	ZE302123	processed	N2000891879	Automatic		Dentira
2024-02-20 14:58:13	ZE302211	processed	N2000891837	Automatic		Dentira
2024-02-20 14:49:35	ZE302207	processed	N2000891831	Automatic		Dentira
2024-02-20 14:45:27	ZE302200	processed	N2000891825	Automatic		Dentira
2024-02-20 14:20:37	ZE302177	processed	N2000891786	Automatic		Dentira
2024-02-20 13:55:39	ZE302152	processed	N2000891759	Automatic		Dentira
2024-02-20 13:55:26	ZE302032	processed	N2000891756	Automatic		Dentira
2024-02-20 13:46:25	ZE302144	processed	N2000891741	Automatic		Dentira
2024-02-20 13:09:29	ZE302116	processed	N2000891702	Automatic		Dentira
2024-02-20 00:20:03	ZE302092	processed	N2000891639	Automatic		Dentira
2024-02-20 00:18:16	ZE302088	processed	N2000891636	Automatic		Dentira
2024-02-19 23:40:23	ZE302072	processed	N2000891615	Automatic		Dentira
2024-02-19 23:10:31	ZE153089	processed	N2000891570	Manual	NULL	Dentira
2024-02-19 23:02:55	ZE100945	processed	N2000891558	Manual	NULL	Dentira
2024-02-19 22:43:35	ZE302057	processed	N2000891528	Automatic		Dentira
2024-02-19 22:35:32	ZE302052	processed	N2000891525	Automatic		Dentira
2024-02-19 22:24:32	ZE302040	processed	N2000891507	Automatic		Dentira
2024-02-19 22:23:30	ZE116030	processed	N2000891504	Manual	NULL	Dentira
2024-02-19 22:20:36	ZE153512	processed	N2000891501	Manual	NULL	Dentira
2024-02-19 22:11:05	ZE107764	processed	N2000891483	Manual	NULL	Dentira
2024-02-19 22:05:26	ZE302027	processed	N2000891474	Automatic		Dentira
2024-02-19 21:45:10	ZE302017	processed	N2000891414	Automatic		Dentira
2024-02-19 21:43:21	ZE153460	processed	N2000891402	Manual	NULL	Dentira
2024-02-19 21:38:26	ZE153443	processed	N2000891387	Manual	NULL	Dentira
2024-02-19 21:18:55	ZE302002	processed	N2000891345	Automatic		Dentira
2024-02-19 21:16:01	ZE302001	processed	N2000891339	Automatic		Dentira
2024-02-19 21:12:51	ZE301999	processed	N2000891324	Automatic		Dentira
2024-02-19 21:12:08	ZE301996	processed	N2000891321	Automatic		Dentira
2024-02-19 21:00:36	ZE301985	processed	N2000891303	Automatic		Dentira
2024-02-19 19:29:24	ZE301890	processed	N2000891153	Automatic		Dentira
2024-02-19 19:09:21	ZE301875	processed	N2000891099	Automatic		Dentira
2024-02-19 18:37:14	ZE127858	processed	N2000891042	Manual	NULL	Dentira
2024-02-19 18:21:30	ZE149784	processed	N2000891024	Manual	NULL	Dentira
2024-02-19 17:54:35	ZE150224	processed	N2000890985	Manual	NULL	Dentira
2024-02-19 17:48:52	ZE301805	processed	N2000890967	Automatic		Dentira
2024-02-19 17:41:19	ZE301798	processed	N2000890952	Automatic		Dentira
2024-02-19 17:38:47	ZE301717	processed	N2000890946	Automatic		Dentira
2024-02-19 17:26:35	ZE150602	processed	N2000890907	Manual	NULL	Dentira
2024-02-19 17:20:09	ZE301790	processed	N2000890889	Automatic		Dentira
2024-02-19 17:18:30	ZE301786	processed	N2000890886	Automatic		Dentira
2024-02-19 17:11:55	ZE301782	processed	N2000890853	Automatic		Dentira
2024-02-19 17:03:25	ZE194105	processed	N2000890829	Manual	NULL	Dentira
2024-02-19 17:00:50	ZE150670	processed	N2000890820	Manual	NULL	Dentira
2024-02-19 17:00:30	ZE149743	processed	N2000890814	Manual	NULL	Dentira
2024-02-19 16:54:48	ZE150287	processed	N2000890805	Manual	NULL	Dentira
2024-02-19 16:49:01	ZE151737	processed	N2000890787	Manual	NULL	Dentira
2024-02-19 16:45:43	ZE152179	processed	N2000890763	Manual	NULL	Dentira
2024-02-19 16:33:19	ZE151124	processed	N2000890727	Manual	NULL	Dentira
2024-02-19 16:31:35	ZE301506	processed	N2000890736	Automatic		Dentira
2024-02-19 16:12:42	ZE301744	processed	N2000890703	Automatic		Dentira
2024-02-19 15:57:55	ZE151132	processed	N2000890682	Manual	NULL	Dentira
2024-02-19 15:57:38	ZE153095	processed	N2000890679	Manual	NULL	Dentira
2024-02-19 15:54:27	ZE152961	processed	N2000890670	Manual	NULL	Dentira
2024-02-19 15:47:52	ZE151394	processed	N2000890661	Manual	NULL	Dentira
2024-02-19 15:47:20	ZE301725	processed	N2000890658	Automatic		Dentira
2024-02-19 15:39:56	ZE151778	processed	N2000890649	Manual	NULL	Dentira
2024-02-19 15:33:20	ZE151192	processed	N2000890634	Manual	NULL	Dentira
2024-02-19 15:27:05	ZE153090	processed	N2000890619	Manual	NULL	Dentira
2024-02-19 15:20:05	ZE153030	processed	N2000890610	Manual	NULL	Dentira
2024-02-19 15:07:15	ZE152226	processed	N2000890577	Manual	NULL	Dentira
2024-02-19 15:03:57	ZE152630	processed	N2000890568	Manual	NULL	Dentira
2024-02-19 14:54:56	ZE301686	processed	N2000890556	Automatic		Dentira
2024-02-19 14:41:42	ZE152616	processed	N2000890538	Manual	NULL	Dentira
2024-02-19 14:13:41	ZE301537	processed	N2000890499	Automatic		Dentira
2024-02-19 14:11:54	ZE301646	processed	N2000890496	Automatic		Dentira
2024-02-19 14:09:18	ZE301642	processed	N2000890490	Automatic		Dentira
2024-02-19 14:07:32	ZE301638	processed	N2000890487	Automatic		Dentira
2024-02-17 19:31:27	ZE301571	processed	N2000890367	Automatic		Dentira
2024-02-16 22:54:58	ZE152466	processed	N2000890298	Manual	NULL	Dentira
2024-02-16 22:46:55	ZE116057	processed	N2000890295	Manual	NULL	Dentira
2024-02-16 22:38:31	ZE301441	processed	N2000890292	Manual	NULL	Dentira
2024-02-16 22:36:35	ZE301523	processed	N2000890286	Automatic		Dentira
2024-02-16 21:53:43	ZE301492	processed	N2000890262	Automatic		Dentira
2024-02-16 21:44:56	ZE301487	processed	N2000890250	Automatic		Dentira
2024-02-16 21:22:21	ZE301483	processed	N2000890232	Automatic		Dentira
2024-02-16 21:22:05	ZE130253	processed	N2000890160	Manual	NULL	Dentira
2024-02-16 21:12:15	ZE301475	processed	N2000890211	Automatic		Dentira
2024-02-16 20:49:58	ZE301458	processed	N2000890187	Automatic		Dentira
2024-02-16 20:28:24	ZE301359	processed	N2000890151	Manual	NULL	Dentira
2024-02-16 20:24:08	ZE152355	processed	N2000890139	Manual	NULL	Dentira
2024-02-16 20:22:40	ZE301424	processed	N2000890136	Automatic		Dentira
2024-02-16 20:07:34	ZE301396	processed	N2000890115	Automatic		Dentira
2024-02-16 20:06:04	ZE301410	processed	N2000890106	Automatic		Dentira
2024-02-16 20:01:50	ZE301405	processed	N2000890100	Automatic		Dentira
2024-02-16 19:57:19	ZE301364	processed	N2000890091	Manual	NULL	Dentira
2024-02-16 19:55:46	ZE301386	processed	N2000890082	Automatic		Dentira
2024-02-16 19:53:12	ZE301376	processed	N2000890076	Automatic		Dentira
2024-02-16 19:50:39	ZE193800	processed	N2000890073	Manual	NULL	Dentira
2024-02-16 19:48:25	ZE100938	processed	N2000890070	Manual	NULL	Dentira
2024-02-16 19:44:35	ZE152346	processed	N2000890067	Manual	NULL	Dentira
2024-02-16 19:43:30	ZE301233	processed	N2000890064	Automatic		Dentira
2024-02-16 19:15:49	ZE193340	processed	N2000889974	Manual	NULL	Dentira
2024-02-16 19:10:46	ZE152334	processed	N2000889962	Manual	NULL	Dentira
2024-02-16 19:04:32	ZE152288	processed	N2000889938	Manual	NULL	Dentira
2024-02-16 19:02:12	ZE193404	processed	N2000889929	Manual	NULL	Dentira
2024-02-16 19:02:05	ZE301323	processed	N2000889932	Automatic		Dentira
2024-02-16 18:54:00	ZE100705	processed	N2000889917	Manual	Cassandra Kahakui	Dentira
2024-02-16 18:53:07	ZE107705	processed	N2000889911	Manual	NULL	Dentira
2024-02-16 18:52:08	ZE100727	processed	N2000889908	Manual	Cassandra Kahakui	Dentira
2024-02-16 18:47:48	ZE100737	processed	N2000889896	Manual	Ana Munguia	Dentira
2024-02-16 18:43:45	ZE301226	processed	N2000889890	Automatic		Dentira
2024-02-16 18:32:51	ZE301282	processed	N2000889878	Automatic		Dentira
2024-02-16 18:31:59	ZE301280	processed	N2000889872	Automatic		Dentira
2024-02-16 18:03:39	ZE301238	processed	N2000889812	Automatic		Dentira
2024-02-16 17:53:22	ZE301104	processed	N2000889794	Automatic		Dentira
2024-02-16 17:52:44	ZE301074	processed	N2000889785	Automatic		Dentira
2024-02-16 17:44:57	ZE301220	processed	N2000889773	Automatic		Dentira
2024-02-16 17:37:23	ZE301125	processed	N2000889761	Automatic		Dentira
2024-02-16 17:37:10	ZE301203	processed	N2000889758	Automatic		Dentira
